2019-08-26 11:34:40,535 |jsse-nio-8443-exec-4 |Log                           |I| [PartyContactMechServices.xml#createPartyContactMech line 58] ContactMech created
2019-08-26 11:35:12,097 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/common/servicedef/services_telecom.xml
2019-08-26 11:35:12,101 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/entityext/servicedef/services_group.xml
2019-08-26 11:35:12,104 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/entityext/servicedef/services_tenant.xml
2019-08-26 11:35:12,105 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [3] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/entityext/servicedef/services_synchronization.xml
2019-08-26 11:35:12,108 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [31] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/service/servicedef/services_test_se.xml
2019-08-26 11:35:12,112 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [68] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/entityext/servicedef/services.xml
2019-08-26 11:35:12,125 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/testtools/servicedef/services.xml
2019-08-26 11:35:12,127 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [10] Services from file:/home/sudhir/Documents/patanjali-nepal/framework/webtools/servicedef/services.xml
2019-08-26 11:35:12,135 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [12] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/party/servicedef/services_contact.xml
2019-08-26 11:35:12,135 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [3] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/party/servicedef/services_communication.xml
2019-08-26 11:35:12,139 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [24] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/party/servicedef/services_party.xml
2019-08-26 11:35:12,142 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [18] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/party/servicedef/services_agreement.xml
2019-08-26 11:35:12,154 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [181] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/party/servicedef/services.xml
2019-08-26 11:35:12,155 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/securityext/servicedef/services.xml
2019-08-26 11:35:12,180 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [35] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_contenttypes.xml
2019-08-26 11:35:12,181 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [8] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/party/servicedef/services_view.xml
2019-08-26 11:35:12,183 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [92] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services.xml
2019-08-26 11:35:12,185 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [12] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_document.xml
2019-08-26 11:35:12,187 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [1] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_ftp.xml
2019-08-26 11:35:12,189 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_output.xml
2019-08-26 11:35:12,193 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [42] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_survey.xml
2019-08-26 11:35:12,200 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [57] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_content.xml
2019-08-26 11:35:12,207 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [39] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_data.xml
2019-08-26 11:35:12,212 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [17] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/workeffort/servicedef/services_timesheet.xml
2019-08-26 11:35:12,212 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [8] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_commevent.xml
2019-08-26 11:35:12,219 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [19] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/services_website.xml
2019-08-26 11:35:12,231 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [36] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/workeffort/servicedef/services_workeffort.xml
2019-08-26 11:35:12,239 |kJoinPool-1-worker-0 |ModelServiceReader            |W| No parameter found for override parameter named: contactMechId in service deleteWorkEffortInventoryProduced
2019-08-26 11:35:12,242 |kJoinPool-1-worker-0 |ModelServiceReader            |W| No parameter found for override parameter named: fromDate in service deleteWorkEffortInventoryProduced
2019-08-26 11:35:12,242 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [107] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/workeffort/servicedef/services.xml
2019-08-26 11:35:12,248 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [130] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_facility.xml
2019-08-26 11:35:12,257 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [12] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_inventory.xml
2019-08-26 11:35:12,260 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [36] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_feature.xml
2019-08-26 11:35:12,261 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [22] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_picklist.xml
2019-08-26 11:35:12,265 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [236] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services.xml
2019-08-26 11:35:12,270 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [12] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_price.xml
2019-08-26 11:35:12,272 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [22] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_maint.xml
2019-08-26 11:35:12,276 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [3] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_shipment_dhl.xml
2019-08-26 11:35:12,277 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [75] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_pricepromo.xml
2019-08-26 11:35:12,279 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [2] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_shipment_fedex.xml
2019-08-26 11:35:12,280 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [9] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_shipment_ups.xml
2019-08-26 11:35:12,286 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [54] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_store.xml
2019-08-26 11:35:12,290 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [21] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_shipmentgateway.xml
2019-08-26 11:35:12,296 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [137] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_shipment.xml
2019-08-26 11:35:12,299 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [29] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_subscription.xml
2019-08-26 11:35:12,306 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [1] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_perm.xml
2019-08-26 11:35:12,310 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [2] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_rental.xml
2019-08-26 11:35:12,316 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_supplier.xml
2019-08-26 11:35:12,316 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_config.xml
2019-08-26 11:35:12,317 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [10] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_shipment_usps.xml
2019-08-26 11:35:12,322 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_uom.xml
2019-08-26 11:35:12,330 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/services.xml
2019-08-26 11:35:12,331 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [13] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_view.xml
2019-08-26 11:35:12,331 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [24] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/services_cost.xml
2019-08-26 11:35:12,335 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [5] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/services_routing.xml
2019-08-26 11:35:12,336 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [13] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/services_bom.xml
2019-08-26 11:35:12,338 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [12] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/services_calendar.xml
2019-08-26 11:35:12,339 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [5] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/services_formula.xml
2019-08-26 11:35:12,341 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [36] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/services_production_run.xml
2019-08-26 11:35:12,344 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [44] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_agreement.xml
2019-08-26 11:35:12,352 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [8] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/services_mrp.xml
2019-08-26 11:35:12,358 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [16] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_admin.xml
2019-08-26 11:35:12,360 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [76] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_finaccount.xml
2019-08-26 11:35:12,364 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [47] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_budget.xml
2019-08-26 11:35:12,365 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [10] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_billing.xml
2019-08-26 11:35:12,370 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [56] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_payment.xml
2019-08-26 11:35:12,372 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [67] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_fixedasset.xml
2019-08-26 11:35:12,376 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [19] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_paymentgateway.xml
2019-08-26 11:35:12,379 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [83] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_invoice.xml
2019-08-26 11:35:12,380 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [130] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_ledger.xml
2019-08-26 11:35:12,397 |kJoinPool-1-worker-2 |ModelService                  |W| DEPRECATED: the service deleteRateAmount has been deprecated and replaced by expireRateAmount, since Release 18.12
2019-08-26 11:35:12,397 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [14] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_rate.xml
2019-08-26 11:35:12,400 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [31] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_tax.xml
2019-08-26 11:35:12,403 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service captureBillingAccountPayment has been deprecated and replaced by captureBillingAccountPayments, since Releases 17.12
2019-08-26 11:35:12,404 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_authorizedotnet.xml
2019-08-26 11:35:12,404 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [96] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_paymentmethod.xml
2019-08-26 11:35:12,407 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [5] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_cybersource.xml
2019-08-26 11:35:12,411 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [10] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_cost.xml
2019-08-26 11:35:12,417 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [8] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_paypal.xml
2019-08-26 11:35:12,420 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [4] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_pccharge.xml
2019-08-26 11:35:12,421 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [10] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_rita.xml
2019-08-26 11:35:12,426 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [9] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_sagepay.xml
2019-08-26 11:35:12,433 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [11] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_verisign.xml
2019-08-26 11:35:12,434 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_clearcommerce.xml
2019-08-26 11:35:12,434 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [5] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_orbital.xml
2019-08-26 11:35:12,435 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [21] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_valuelink.xml
2019-08-26 11:35:12,443 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [5] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_securepay.xml
2019-08-26 11:35:12,448 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [13] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/services_perm.xml
2019-08-26 11:35:12,458 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [113] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/humanres/servicedef/services.xml
2019-08-26 11:35:12,465 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/humanres/servicedef/services_employment.xml
2019-08-26 11:35:12,466 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/humanres/servicedef/services_position.xml
2019-08-26 11:35:12,469 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/humanres/servicedef/services_ability.xml
2019-08-26 11:35:12,469 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [15] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_cart.xml
2019-08-26 11:35:12,475 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [61] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_order.xml
2019-08-26 11:35:12,477 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [39] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_request.xml
2019-08-26 11:35:12,479 |kJoinPool-1-worker-0 |ModelService                  |W| DEPRECATED: the service createQuoteWorkEffort has been deprecated and replaced by ensureWorkEffortAndCreateQuoteWorkEffort, since Release 18.12 because '
            use createQuoteWorkEffort to create a workeffort has been deprecated for best pratice naming reason, use ensureWorkEffortAndCreateQuoteWorkEffort instead.
            Now createQuoteWorkEffort work as a crud service on QuoteWorkEffort
        '
2019-08-26 11:35:12,480 |kJoinPool-1-worker-0 |ModelServiceReader            |W| Service createQuoteWorkEffort is defined more than once, most recent will over-write previous definition(s)
2019-08-26 11:35:12,480 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [45] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_quote.xml
2019-08-26 11:35:12,481 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [23] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_shoppinglist.xml
2019-08-26 11:35:12,485 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [138] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services.xml
2019-08-26 11:35:12,488 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [43] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_requirement.xml
2019-08-26 11:35:12,491 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [3] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_checkout.xml
2019-08-26 11:35:12,493 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [73] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_return.xml
2019-08-26 11:35:12,494 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [1] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_perm.xml
2019-08-26 11:35:12,497 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [3] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/marketing/servicedef/services_contact.xml
2019-08-26 11:35:12,499 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [3] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/services_reservations.xml
2019-08-26 11:35:12,500 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [25] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/marketing/servicedef/services_opportunity.xml
2019-08-26 11:35:12,502 |kJoinPool-1-worker-0 |ModelServiceReader            |I| Loaded [6] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/commonext/servicedef/services.xml
2019-08-26 11:35:12,514 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addPriceRuleToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPrice, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2019-08-26 11:35:12,514 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service removePriceRuleFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPrice, since Release 18.12 because '
                Renaming service to respect service name best practice
            '
2019-08-26 11:35:12,514 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addPromoToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2019-08-26 11:35:12,514 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service removePromoFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2019-08-26 11:35:12,515 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [79] Services from file:/home/sudhir/Documents/patanjali-nepal/applications/marketing/servicedef/services.xml
2019-08-26 11:35:12,521 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [4] Services from file:/home/sudhir/Documents/patanjali-nepal/plugins/patanjali/servicedef/services.xml
2019-08-26 11:35:12,522 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [4] Services from file:/home/sudhir/Documents/patanjali-nepal/plugins/accounts/servicedef/services.xml
2019-08-26 11:35:12,527 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/framework/common/servicedef/secas_test.xml
2019-08-26 11:35:12,529 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/framework/common/servicedef/secas_cdyne.xml
2019-08-26 11:35:12,529 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/party/servicedef/secas.xml
2019-08-26 11:35:12,531 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/content/servicedef/secas.xml
2019-08-26 11:35:12,531 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [10] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/workeffort/servicedef/secas.xml
2019-08-26 11:35:12,527 |kJoinPool-1-worker-0 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/framework/service/servicedef/secas_test_se.xml
2019-08-26 11:35:12,535 |kJoinPool-1-worker-0 |ServiceEcaUtil                |I| Loaded [4] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/manufacturing/servicedef/secas.xml
2019-08-26 11:35:12,541 |kJoinPool-1-worker-0 |ServiceEcaUtil                |I| Loaded [8] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/secas_payment.xml
2019-08-26 11:35:12,542 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [23] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/secas_shipment.xml
2019-08-26 11:35:12,542 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [23] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/secas.xml
2019-08-26 11:35:12,543 |kJoinPool-1-worker-0 |ServiceEcaUtil                |I| Loaded [22] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/secas_ledger.xml
2019-08-26 11:35:12,544 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [6] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/accounting/servicedef/secas_invoice.xml
2019-08-26 11:35:12,545 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [26] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/product/servicedef/secas.xml
2019-08-26 11:35:12,546 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [10] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/marketing/servicedef/secas.xml
2019-08-26 11:35:12,546 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/commonext/servicedef/secas.xml
2019-08-26 11:35:12,566 |kJoinPool-1-worker-0 |ServiceEcaUtil                |I| Loaded [80] Service ECA Rules from file:/home/sudhir/Documents/patanjali-nepal/applications/order/servicedef/secas.xml
2019-08-26 11:35:12,568 |OFBiz-batch-1        |ServiceDispatcher             |I| Registering dispatcher: entity-default
2019-08-26 11:35:12,568 |OFBiz-batch-1        |ServiceContainer              |I| Created new dispatcher: entity-default
2019-08-26 11:35:12,840 |main                 |ServiceDispatcher             |I| Registering dispatcher: catalog
2019-08-26 11:35:12,840 |main                 |ServiceContainer              |I| Created new dispatcher: catalog
2019-08-26 11:35:12,842 |main                 |ControlServlet                |I| Loading webapp [catalog], located at /home/sudhir/Documents/patanjali-nepal/applications/product/webapp/catalog/
2019-08-26 11:35:12,912 |main                 |ConfigXMLReader               |I| controller loaded: 0.028s, 539 requests, 178 views in file:/home/sudhir/Documents/patanjali-nepal/applications/product/webapp/catalog/WEB-INF/controller.xml
2019-08-26 11:35:12,960 |main                 |ConfigXMLReader               |I| controller loaded: 0.002s, 51 requests, 23 views in file:/home/sudhir/Documents/patanjali-nepal/framework/common/webcommon/WEB-INF/common-controller.xml
2019-08-26 11:35:12,974 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/home/sudhir/Documents/patanjali-nepal/framework/common/webcommon/WEB-INF/handlers-controller.xml
2019-08-26 11:35:12,995 |main                 |ConfigXMLReader               |I| controller loaded: 0.002s, 26 requests, 10 views in file:/home/sudhir/Documents/patanjali-nepal/framework/common/webcommon/WEB-INF/portal-controller.xml
2019-08-26 11:35:13,010 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 4 requests, 0 views in file:/home/sudhir/Documents/patanjali-nepal/applications/commonext/webapp/WEB-INF/controller.xml
2019-08-26 11:35:13,045 |main                 |ServiceDispatcher             |I| Registering dispatcher: default
2019-08-26 11:35:13,045 |main                 |ServiceContainer              |I| Created new dispatcher: default
2019-08-26 11:35:13,082 |main                 |ServiceDispatcher             |I| Registering dispatcher: workeffort
2019-08-26 11:35:13,082 |main                 |ServiceContainer              |I| Created new dispatcher: workeffort
2019-08-26 11:35:13,083 |main                 |ControlServlet                |I| Loading webapp [workeffort], located at /home/sudhir/Documents/patanjali-nepal/applications/workeffort/webapp/workeffort/
